,age,pace,shooting,passing,dribbling,defending,physic,skill_dribbling,skill_fk_accuracy,skill_long_passing,skill_ball_control,value_eur,league_level
6660,24,72,40,53,58,66,72,58,44,55,60,475000,3
6661,25,65,38,57,62,61,72,57,40,56,65,500000,2
6663,24,40,67,54,63,32,63,66,41,37,70,600000,1
6664,26,76,55,60,67,40,62,64,40,64,70,575000,1
6665,25,67,32,57,51,60,76,37,30,59,63,475000,2
6666,28,74,63,47,63,29,68,60,39,32,65,575000,2
6667,26,78,68,61,67,32,66,63,64,60,68,575000,2
6668,25,76,55,59,73,29,57,72,68,54,74,575000,1
6669,25,88,61,57,68,37,60,69,31,48,67,575000,1
6670,25,75,39,53,49,65,73,41,28,63,55,500000,2
6671,25,81,62,61,70,26,54,70,67,51,64,575000,3
6672,25,55,35,51,42,65,70,33,28,50,54,500000,2
6673,25,78,64,51,69,27,65,69,44,32,67,625000,3
6674,26,72,57,64,67,51,55,64,39,64,66,625000,1
6675,27,82,73,62,64,35,60,65,70,66,63,600000,1
6676,25,68,52,63,66,64,64,63,39,68,68,575000,3
6677,26,63,42,46,48,63,71,43,48,47,50,525000,2
6678,28,57,60,59,56,61,80,51,58,64,61,425000,1
6679,27,83,62,59,66,50,66,65,58,55,65,550000,1
6680,25,64,36,46,45,67,71,38,45,60,52,500000,1
6681,25,62,65,52,58,33,73,57,40,40,65,625000,1
6682,27,60,34,49,41,63,79,25,57,52,59,475000,2
6683,25,69,62,64,67,57,63,66,65,65,65,575000,1
6684,27,81,47,63,65,62,73,63,52,64,62,475000,1
6685,29,71,65,55,59,30,69,66,54,48,45,525000,1
6686,31,72,64,48,67,28,67,68,44,45,67,450000,1
6687,25,78,56,56,64,63,75,62,53,64,63,475000,1
6690,23,67,43,56,61,65,69,58,33,55,65,425000,3
6691,23,69,42,55,60,67,68,55,31,58,65,400000,2
6692,23,85,58,60,67,32,58,69,56,59,64,500000,3
6693,23,67,27,45,39,64,77,23,33,44,60,425000,1
6694,23,75,64,67,68,54,65,67,67,68,69,500000,2
6695,26,83,52,55,62,66,69,59,42,55,63,525000,1
6696,24,63,41,47,40,63,79,29,35,57,53,475000,1
6697,25,66,37,63,65,60,69,64,65,62,66,475000,1
6699,27,66,63,49,62,39,81,59,44,35,63,600000,1
6701,28,67,60,63,64,60,68,63,65,67,68,425000,1
6702,26,63,49,58,46,63,77,35,61,61,58,525000,2
6703,24,73,52,64,63,65,67,63,43,67,59,475000,1
6705,24,70,67,61,68,36,64,67,69,60,69,600000,1
6706,31,68,63,47,58,32,68,55,37,36,60,450000,2
6707,24,62,35,49,55,61,71,51,34,53,56,475000,1
6708,26,68,65,50,64,30,63,64,43,43,66,625000,1
6709,26,81,56,59,70,36,44,70,40,52,64,575000,1
6710,30,68,51,57,59,64,79,54,44,56,62,375000,1
6711,24,70,66,63,64,31,59,61,39,63,66,550000,1
6712,28,82,55,64,64,59,70,64,69,61,64,500000,1
6713,24,66,30,37,35,66,71,21,23,40,40,475000,3
6714,24,69,45,57,60,66,73,56,34,61,63,450000,1
6715,29,80,61,54,67,41,65,64,44,57,66,525000,1
6716,27,57,38,46,55,62,79,59,25,50,57,475000,1
6717,29,73,59,54,69,28,55,64,54,40,71,525000,2
6718,27,74,53,67,69,46,65,71,58,64,68,600000,1
6719,26,74,52,59,65,65,74,65,56,58,65,525000,2
6720,26,84,55,59,69,34,53,69,45,61,66,625000,1
6721,32,58,29,38,42,65,71,24,38,35,56,300000,4
6723,27,57,58,61,61,65,70,60,71,59,66,450000,1
6724,28,76,63,52,62,28,69,58,44,45,64,575000,2
6726,21,72,65,63,70,54,73,70,47,65,71,425000,1
6728,26,67,54,59,60,61,76,57,57,60,64,500000,1
6729,24,58,40,42,43,66,79,27,35,47,56,475000,1
6730,28,72,64,55,70,28,57,70,57,43,66,575000,2
6731,25,81,42,54,63,63,71,64,44,49,62,500000,2
6732,28,69,62,60,66,29,60,65,46,62,68,575000,1
6733,29,64,63,60,68,33,77,72,50,49,71,525000,2
6734,23,73,64,60,67,32,61,64,40,54,67,550000,1
6735,25,70,24,54,58,66,73,59,31,48,50,500000,2
6736,25,69,67,61,69,26,70,70,67,58,70,625000,1
6737,24,68,60,66,69,41,61,70,66,66,68,600000,2
6738,26,60,35,40,38,64,76,33,26,48,43,525000,1
6739,29,31,59,56,46,69,81,46,57,57,53,375000,2
6740,26,76,62,49,58,30,72,55,55,47,65,625000,2
6741,22,63,32,48,56,64,71,53,25,56,59,375000,2
6742,23,75,60,62,69,36,60,68,64,57,68,500000,3
6743,25,33,48,57,46,64,76,39,62,66,59,500000,1
6744,23,55,47,52,51,67,79,45,67,47,55,425000,1
6745,25,64,41,57,56,68,75,53,35,60,58,475000,1
6746,23,73,48,64,66,66,73,64,54,65,67,500000,3
6747,25,57,35,44,41,64,74,32,29,54,50,500000,1
6748,24,81,59,67,70,51,72,70,65,61,71,550000,2
6749,29,76,55,61,64,62,74,64,59,67,63,400000,1
6750,24,74,56,61,66,36,59,65,41,52,62,550000,1
6751,26,46,65,53,58,30,77,62,48,37,63,625000,1
6752,27,80,62,61,63,55,66,60,66,58,62,550000,2
6753,23,77,65,61,73,38,65,75,59,64,69,550000,1
6754,22,85,58,59,65,64,58,64,56,56,63,425000,2
6756,24,70,30,46,45,63,78,31,41,59,58,475000,2
6757,27,80,63,45,64,29,74,58,36,41,64,600000,2
6759,25,76,65,48,68,31,60,65,44,34,67,625000,1
6760,22,74,55,60,65,63,70,64,33,52,70,375000,1
6761,24,73,63,63,66,58,71,63,55,67,67,450000,1
6762,25,66,32,59,62,65,70,60,35,65,64,500000,1
6763,26,79,60,61,71,35,63,72,71,59,68,575000,2
6765,24,85,55,56,64,63,71,62,32,50,60,475000,1
6766,24,43,27,44,39,66,71,33,25,52,43,475000,1
6767,32,75,61,54,70,28,63,71,59,62,65,425000,1
6768,24,80,63,53,69,28,56,73,31,47,67,600000,1
6770,25,67,31,40,50,64,72,45,49,47,52,500000,1
6771,21,68,66,64,65,33,62,65,65,58,68,500000,1
6772,25,71,34,50,42,64,70,34,28,60,45,500000,1
6773,23,66,29,55,47,64,70,31,32,60,61,425000,2
6774,24,73,58,64,69,34,51,70,54,57,64,550000,2
6775,25,72,24,50,50,64,70,41,30,67,53,500000,1
6776,22,52,32,58,61,63,72,58,24,65,65,375000,1
6777,24,76,58,63,65,64,62,59,49,64,71,475000,2
6778,26,69,32,54,48,62,76,38,52,58,51,500000,2
6779,26,63,61,62,69,50,59,70,65,62,69,625000,1
6780,32,81,65,48,63,32,54,57,51,45,60,425000,1
6781,26,71,46,56,58,65,69,50,54,51,66,525000,1
6782,20,58,57,68,68,34,58,66,68,66,72,500000,1
6784,27,71,60,61,65,63,82,64,67,56,63,450000,1
6785,28,41,57,63,63,57,68,62,67,61,59,500000,1
6786,27,79,54,59,68,43,55,66,64,56,64,550000,1
6787,28,63,30,52,52,64,78,46,32,56,56,450000,1
6788,24,91,59,39,75,28,48,72,32,38,71,600000,1
6789,28,72,51,63,66,63,66,66,46,66,65,500000,1
6790,25,74,58,65,68,65,61,72,45,70,63,500000,1
6791,25,70,63,41,60,28,70,58,49,37,60,625000,1
6792,25,72,63,59,67,29,54,66,63,49,69,575000,1
6793,24,78,57,58,68,24,57,69,48,54,66,600000,1
6794,23,67,26,33,43,68,71,25,35,28,59,425000,1
6795,27,80,47,63,65,28,68,64,51,53,62,550000,2
6796,22,77,53,57,73,64,53,75,57,59,73,425000,1
6797,23,68,59,60,62,64,68,63,70,55,56,425000,1
6798,27,71,49,59,58,58,76,49,52,56,64,450000,2
6799,28,76,62,61,66,34,74,65,55,53,63,575000,2
6800,26,49,34,50,43,64,72,37,41,64,57,525000,2
6801,20,80,57,62,70,34,50,72,53,60,64,425000,1
6802,24,78,56,61,68,62,74,67,44,62,63,550000,1
6803,24,50,27,47,54,66,68,49,21,59,58,475000,2
6805,23,83,60,60,71,33,57,68,56,63,68,500000,3
6806,26,49,48,50,53,62,77,49,39,42,62,525000,1
6808,28,54,34,40,45,64,72,34,34,44,49,450000,2
6809,26,71,46,53,58,65,76,59,43,51,54,525000,1
6810,24,72,66,61,69,27,58,66,54,54,65,550000,1
6811,23,62,50,67,66,55,71,64,65,71,68,500000,1
6812,22,81,62,51,64,31,70,66,50,39,63,500000,3
6813,28,69,61,64,65,51,68,63,50,64,67,500000,2
6814,24,63,58,63,64,64,72,62,65,64,66,550000,1
6815,24,75,53,64,69,58,68,69,69,62,69,550000,1
6816,26,62,54,65,64,46,62,57,55,67,71,575000,2
6817,22,60,50,64,60,59,64,53,52,65,67,425000,2
6818,26,68,64,48,60,28,57,59,47,40,62,625000,1
6819,24,74,65,62,69,49,68,70,58,58,68,550000,1
6820,22,67,62,68,68,50,60,67,66,69,69,425000,2
6821,24,69,37,54,59,62,71,57,38,57,58,475000,1
6822,22,72,51,64,67,58,70,63,49,70,70,350000,1
6823,22,54,60,66,66,56,52,61,39,65,71,425000,2
6824,24,74,55,64,71,35,50,70,68,57,67,550000,2
6825,23,62,32,34,49,64,66,46,31,36,50,425000,1
6826,22,73,53,65,68,31,58,67,53,66,68,500000,2
6827,24,74,45,58,62,62,66,60,43,59,63,475000,1
6828,26,72,50,69,73,36,53,73,56,66,72,575000,1
6829,25,78,60,67,67,30,60,64,72,65,67,625000,2
6830,23,72,47,65,61,64,63,58,62,64,64,425000,1
6831,24,49,40,50,45,65,78,43,37,47,53,475000,1
6832,23,67,27,52,48,64,74,38,32,56,57,425000,2
6833,23,70,63,68,68,51,68,66,76,66,70,500000,1
6834,24,76,52,58,72,28,52,74,57,55,66,550000,1
6835,29,80,55,61,56,63,75,53,68,66,61,400000,1
6836,31,66,65,51,62,28,67,61,46,47,68,450000,2
6837,23,70,48,59,61,65,65,57,46,64,59,400000,2
6838,28,69,65,54,61,31,72,60,42,43,64,575000,1
6839,28,64,66,48,61,33,67,62,56,47,57,575000,1
6840,22,79,63,61,65,63,67,65,70,60,63,375000,2
6841,34,65,24,57,68,66,63,65,39,57,69,150000,1
6843,28,75,35,53,62,62,76,60,34,63,65,450000,2
6844,25,48,31,49,51,66,65,44,38,58,58,500000,1
6846,23,69,49,60,66,63,72,65,56,62,67,400000,1
6847,20,73,64,49,63,31,57,61,30,46,65,500000,1
6848,30,80,64,38,55,31,64,51,44,28,57,500000,1
6849,22,68,63,68,67,53,64,66,67,66,69,425000,1
6850,26,73,50,51,59,64,72,56,48,52,59,525000,1
6851,23,79,58,54,62,67,73,59,52,55,62,400000,1
6852,24,70,63,57,66,29,59,68,42,61,60,600000,2
6853,23,51,45,48,48,62,81,40,40,66,59,425000,2
6854,28,68,63,53,61,28,69,58,44,49,63,575000,1
6855,23,71,65,64,67,51,58,66,67,59,68,500000,2
6856,24,58,51,43,43,66,65,33,44,52,52,475000,3
6857,27,74,57,62,71,28,54,72,50,58,69,600000,2
6858,23,79,50,60,65,62,67,64,51,63,65,425000,3
6859,21,91,59,53,70,26,58,70,36,43,65,425000,3
6860,24,83,64,60,68,32,57,67,45,52,65,550000,2
6861,22,71,43,59,64,64,64,59,45,54,67,375000,1
6862,26,76,64,63,66,61,71,66,31,60,67,525000,1
6863,21,55,56,66,62,57,65,61,46,69,63,350000,2
6864,22,79,61,57,66,35,75,67,42,52,67,500000,1
6865,24,65,32,41,32,64,73,21,20,47,35,475000,1
6866,28,62,61,61,67,31,39,68,63,61,69,575000,1
6867,26,63,41,59,53,62,74,45,52,60,56,500000,1
6868,23,67,60,70,65,54,47,60,76,68,70,550000,2
6869,24,77,54,63,69,57,55,68,59,65,67,550000,2
6870,23,56,36,45,46,64,73,39,30,36,50,425000,1
6871,23,83,61,57,70,26,58,69,39,47,63,500000,2
6873,26,74,59,66,58,38,63,51,70,61,61,625000,1
6874,24,74,50,64,64,57,68,59,59,69,67,550000,2
6875,25,74,37,53,60,60,77,53,47,51,64,500000,2
6876,25,84,32,48,49,62,85,32,22,42,63,500000,1
6877,30,50,42,42,35,65,79,28,65,39,38,375000,2
6878,23,75,64,64,69,32,65,72,47,58,67,550000,1
6879,23,76,55,60,65,61,78,63,58,63,64,425000,1
6880,25,68,45,52,56,63,72,52,40,54,58,500000,1
6881,30,71,39,57,55,61,64,45,39,52,59,375000,2
6882,24,71,59,58,71,46,61,73,51,61,68,600000,1
6883,29,62,55,58,57,57,78,52,50,58,57,375000,1
6884,27,76,54,58,66,62,71,67,56,45,62,475000,1
6885,27,67,38,62,46,64,76,34,56,66,59,475000,1
6886,20,66,58,64,66,62,64,65,57,66,67,350000,2
6887,23,75,65,55,64,36,77,63,43,38,60,550000,2
6888,23,61,31,42,42,65,68,27,39,39,62,425000,2
6889,22,56,44,57,52,61,80,51,49,61,55,375000,1
6890,25,33,38,47,41,66,72,32,30,48,50,500000,1
6891,23,85,64,52,59,36,67,57,75,46,58,550000,1
6892,27,54,39,48,47,64,76,45,44,46,52,475000,2
6893,24,84,60,57,66,32,63,66,56,55,63,600000,1
6894,23,90,62,58,68,31,57,68,49,61,65,500000,1
6895,21,74,49,61,69,65,67,71,45,42,68,375000,1
6896,24,74,51,60,70,25,60,74,52,50,64,600000,1
6897,23,78,48,56,67,61,75,67,36,55,65,425000,1
6898,22,65,51,65,65,65,68,63,67,66,71,425000,2
6899,25,69,28,52,49,65,76,40,36,50,58,500000,1
6900,23,71,58,62,65,33,55,64,55,63,66,550000,2
6901,23,63,67,60,62,35,70,59,43,58,68,550000,2
6902,24,80,44,65,65,63,68,63,65,64,64,475000,1
6903,24,74,56,58,70,49,53,71,51,57,63,550000,1
6904,23,52,36,56,51,67,65,41,33,58,61,400000,1
6905,24,62,36,53,52,65,66,45,46,56,58,475000,2
6906,23,71,48,63,64,64,67,60,50,62,68,425000,2
6907,23,57,30,44,48,64,70,39,39,50,54,425000,2
6908,23,68,52,66,63,56,67,61,50,69,65,500000,1
6910,23,77,64,58,69,35,65,70,38,48,66,500000,1
6912,21,72,45,49,49,63,76,43,39,49,56,375000,1
6913,27,79,55,64,68,53,64,63,66,65,69,550000,2
6914,23,91,55,59,69,39,59,69,57,60,66,500000,2
6915,22,72,66,64,68,46,65,66,66,67,72,425000,1
6916,21,75,56,63,70,27,47,69,68,59,68,425000,2
6917,27,64,25,43,39,64,76,36,32,48,37,475000,1
6919,21,73,56,61,67,40,57,67,51,51,63,425000,1
6920,22,71,58,57,68,58,81,66,45,55,68,350000,1
6922,22,74,50,57,52,64,73,47,59,64,55,375000,1
6923,22,68,39,43,52,64,69,44,29,49,58,375000,2
6925,22,76,43,61,63,62,73,59,45,63,72,375000,2
6926,21,64,63,60,63,64,70,63,58,62,66,350000,2
6927,21,63,29,41,52,63,76,48,22,46,53,375000,1
6928,24,70,62,44,59,31,57,55,40,33,60,600000,1
6929,20,86,59,59,66,53,62,67,41,60,60,425000,2
6930,20,88,60,55,71,30,58,70,41,56,68,500000,1
6931,25,76,57,58,68,37,79,68,45,49,66,625000,1
6932,25,75,64,58,72,51,60,74,56,52,65,575000,1
6933,26,71,65,61,62,35,68,58,51,56,63,625000,1
6935,21,85,62,55,68,29,64,67,60,50,66,500000,2
6936,22,76,60,59,65,35,65,65,55,50,64,500000,1
6937,29,72,54,54,54,65,83,47,43,59,58,375000,1
6938,25,42,34,40,30,67,72,21,24,42,38,500000,1
6940,26,76,51,57,63,64,77,58,52,52,62,525000,1
6941,21,68,56,65,64,62,69,63,46,64,67,425000,2
6942,28,82,63,59,67,37,74,69,49,50,63,500000,2
6943,22,58,29,52,54,65,68,47,25,59,62,375000,2
6944,22,85,61,58,69,30,61,68,32,53,65,425000,2
6945,20,53,36,54,52,67,65,50,28,54,53,375000,2
6946,22,70,33,55,61,63,70,58,31,54,59,375000,1
6947,23,53,42,47,43,64,70,31,22,45,53,425000,2
6949,28,70,39,55,55,66,69,46,44,56,62,450000,2
6950,25,52,65,50,49,39,76,44,34,40,59,625000,2
6953,24,80,61,58,66,27,51,64,38,53,65,550000,2
6954,25,71,65,60,69,28,61,69,65,47,64,625000,1
6955,23,80,57,62,69,38,56,68,45,61,65,500000,2
6956,28,68,52,65,62,44,65,59,67,64,65,500000,1
6957,22,68,36,40,47,65,70,41,31,49,54,375000,1
6958,28,73,55,64,66,54,60,64,53,61,68,500000,2
6959,31,60,65,62,63,35,68,63,42,56,65,450000,1
6960,21,67,63,45,56,37,68,50,48,36,57,500000,2
6961,26,65,42,49,59,66,74,63,53,46,50,525000,1
6962,26,50,49,62,59,65,69,59,56,61,58,500000,1
6963,22,67,42,57,67,66,63,66,36,63,66,375000,1
6964,23,88,59,53,71,28,57,72,41,42,66,550000,1
6965,21,71,58,60,69,27,48,68,43,52,68,500000,1
6966,22,83,64,60,69,34,74,70,60,64,70,425000,2
6967,23,75,29,54,61,64,62,58,39,51,63,425000,1
6968,22,56,53,62,60,58,76,53,64,62,69,350000,2
6969,21,83,63,52,66,26,65,64,60,42,67,500000,1
6971,25,78,39,39,42,66,71,26,27,49,53,500000,2
6972,21,70,57,68,67,51,62,64,76,64,68,425000,1
6973,23,67,61,64,65,48,71,64,56,72,71,550000,1
6974,25,81,66,45,67,28,74,66,29,28,68,625000,1
6975,24,71,56,65,72,51,53,68,43,67,71,550000,1
6976,20,72,53,61,70,27,54,68,60,48,67,425000,2
6977,23,66,37,52,54,64,75,52,24,55,60,425000,2
6978,24,86,54,57,68,25,46,68,55,54,63,550000,1
6979,22,68,52,65,64,60,71,66,58,67,63,350000,1
6980,20,78,60,62,70,28,58,69,69,58,67,500000,2
6981,21,75,59,64,70,39,51,73,74,58,66,425000,2
6982,20,67,51,65,67,48,52,66,66,65,67,425000,1
6984,24,63,29,48,48,67,66,37,32,66,63,475000,1
6985,20,77,65,45,57,29,63,55,35,34,55,500000,2
6986,22,78,66,52,68,31,66,70,60,42,65,500000,2
6987,26,68,60,43,60,28,74,60,49,28,58,625000,2
6988,22,76,40,52,64,65,68,64,34,40,66,375000,1
6989,28,69,50,59,69,69,72,70,38,66,68,500000,1
6990,20,76,29,37,35,65,69,25,25,41,43,375000,2
6991,21,76,36,57,64,63,68,64,34,52,64,375000,1
6992,20,72,66,54,63,33,62,62,32,51,65,500000,2
6993,23,65,32,38,45,66,71,38,28,36,48,425000,1
6994,23,79,62,62,66,56,74,64,48,63,68,500000,1
6995,32,52,53,58,64,62,72,65,45,65,66,275000,1
6996,19,77,61,58,66,36,78,64,35,50,63,450000,3
6997,28,54,61,63,65,59,62,61,74,66,67,500000,1
6998,21,82,60,60,69,34,45,69,61,54,65,425000,1
6999,19,82,53,60,70,63,70,71,45,60,67,325000,1
7000,22,72,64,67,66,43,60,62,54,66,70,425000,1
7001,21,58,30,48,53,67,63,49,24,55,62,375000,1
7002,25,62,25,34,37,67,69,25,27,26,43,500000,1
7003,22,73,67,51,60,37,71,57,53,40,67,500000,1
7004,21,66,36,39,45,67,72,37,33,42,48,375000,1
7005,24,68,66,48,61,28,68,58,41,43,63,600000,1
7006,24,87,28,47,61,67,70,56,30,49,58,475000,1
7007,20,68,67,48,57,28,59,52,41,41,63,500000,1
7008,27,74,59,63,68,31,65,66,64,59,68,550000,1
7009,21,91,51,58,68,25,57,67,44,55,66,425000,1
7010,22,81,61,61,65,46,42,60,55,61,62,500000,1
7011,21,71,65,65,70,36,65,72,56,65,71,500000,1
7012,27,42,68,45,52,29,81,54,25,44,57,600000,1
7013,27,66,47,55,61,65,71,60,42,51,61,475000,1
7014,24,61,58,54,64,63,83,66,47,59,62,450000,1
7015,22,67,46,57,67,63,73,67,47,62,67,350000,1
7016,19,72,64,57,64,28,63,60,34,60,68,450000,1
7017,22,67,27,38,35,70,65,29,31,44,35,375000,1
7018,20,75,42,56,62,63,72,59,40,54,64,375000,2
7019,21,60,35,38,41,64,76,32,25,54,44,375000,1
7020,20,68,60,65,72,54,61,73,59,66,72,425000,1
7022,29,52,32,45,35,66,73,26,34,51,42,400000,1
7023,21,71,55,61,70,61,73,68,49,67,72,425000,1
7024,21,66,63,69,64,64,68,63,85,65,66,425000,1
7025,21,64,31,40,47,65,71,41,35,44,57,375000,1
7026,22,81,59,59,66,25,56,65,67,49,64,425000,1
7027,23,48,58,70,69,42,56,69,76,67,71,550000,1
7028,25,72,60,60,68,51,65,67,52,52,67,575000,2
7029,28,59,41,58,56,65,75,50,42,59,64,425000,2
7031,21,73,43,58,60,63,71,57,32,63,64,375000,1
7032,26,57,28,45,36,67,77,32,28,56,35,525000,2
7033,26,92,28,56,66,60,69,64,33,57,61,525000,1
7035,27,83,49,57,68,39,64,67,37,53,64,550000,1
7040,26,75,65,62,70,39,69,70,62,66,70,625000,1
7041,19,81,64,45,69,28,52,67,28,36,70,450000,1
7042,19,91,59,53,63,28,70,57,32,42,59,450000,2
7043,26,68,52,66,67,65,59,68,67,68,65,525000,1
7044,23,77,42,62,66,55,74,62,37,66,70,500000,2
7046,26,77,38,48,59,63,74,55,30,45,59,525000,1
7047,27,75,63,59,66,27,62,64,55,59,67,600000,1
7048,33,59,47,57,58,60,76,54,32,68,61,200000,1
7049,24,77,67,59,70,27,56,70,68,57,68,550000,1
7050,21,70,26,37,45,67,72,35,24,43,54,375000,2
7051,21,78,38,54,64,61,74,62,35,58,65,375000,1
7052,21,71,57,61,72,35,57,73,43,57,68,500000,2
7053,25,72,50,53,62,64,77,61,41,52,59,500000,1
7054,17,77,63,62,73,26,43,73,46,59,71,425000,1
7055,21,68,54,62,62,64,64,59,44,68,63,375000,1
7057,20,71,62,66,67,49,59,67,70,59,65,425000,2
7058,21,70,55,63,69,56,65,70,39,66,68,425000,1
7059,19,74,57,59,72,37,47,69,45,51,73,450000,1
7060,31,87,28,41,64,66,69,58,27,43,60,325000,1
7061,21,71,33,50,53,62,73,46,38,46,56,375000,1
7062,26,83,62,59,68,52,63,67,67,57,67,575000,2
7063,22,66,36,56,58,65,71,54,36,62,64,350000,2
7064,23,76,62,60,70,31,44,69,38,49,68,500000,2
7065,19,77,47,61,67,63,67,65,54,58,67,400000,1
7067,26,73,33,50,47,66,71,38,30,49,52,525000,1
7068,20,42,42,49,40,65,69,36,26,44,42,375000,1
7069,24,64,64,68,65,54,64,63,54,67,69,550000,1
7070,24,85,37,52,56,65,67,44,41,61,63,475000,2
7071,20,82,63,48,64,28,70,60,37,36,66,500000,2
7072,18,71,58,63,73,25,50,71,68,57,72,425000,1
7073,23,42,26,36,42,66,68,37,33,31,48,425000,1
7074,22,77,59,62,64,63,70,61,59,59,66,375000,2
7075,28,71,59,65,67,27,59,67,45,64,64,575000,1
7076,20,80,26,56,61,63,64,58,25,59,60,375000,1
7077,19,70,62,63,71,61,62,71,60,68,70,400000,1
7078,20,72,60,63,67,58,73,64,36,68,66,425000,1
7079,19,75,34,44,50,67,69,38,35,40,58,325000,2
7080,21,76,61,62,66,36,54,65,44,56,64,500000,1
7081,21,63,31,39,41,67,69,31,27,39,48,375000,1
7082,21,77,64,60,69,51,50,70,54,63,65,500000,1
7083,24,81,61,55,71,26,54,68,28,28,77,600000,1
7084,21,77,61,60,72,30,52,73,48,58,69,425000,1
7085,19,84,50,61,69,64,63,67,45,63,66,325000,2
7087,18,83,64,51,67,28,40,64,53,41,63,425000,2
7089,25,74,64,51,70,26,61,70,37,39,68,625000,2
7090,23,62,65,47,61,30,69,60,41,36,66,550000,2
7091,21,81,59,59,67,47,62,63,40,59,65,425000,1
7092,19,78,61,58,68,28,59,72,45,52,59,400000,1
7093,24,75,55,64,66,31,49,63,62,56,66,550000,1
7094,20,71,61,61,74,26,54,74,72,52,72,500000,1
7095,24,59,40,44,43,62,71,28,60,52,61,475000,1
7096,23,92,63,54,64,30,78,64,41,52,61,550000,1
7097,20,72,64,48,64,30,60,61,57,45,67,500000,2
7098,20,90,55,58,71,26,41,71,49,53,64,425000,2
7099,22,78,65,57,64,28,69,66,55,58,63,500000,1
7100,26,76,61,53,71,30,48,72,40,49,70,575000,1
7101,23,80,65,58,68,26,56,67,68,57,66,550000,2
7102,30,57,55,67,69,38,53,73,55,61,64,500000,1
7103,30,68,48,62,58,66,72,51,33,60,60,375000,1
7104,22,72,66,49,62,34,70,60,46,38,64,500000,1
7107,27,63,66,50,56,27,73,56,42,40,52,600000,2
7108,23,69,52,65,64,65,63,63,71,64,62,425000,1
7109,25,63,60,63,70,31,61,70,76,72,69,575000,1
7110,26,74,54,64,66,51,63,65,67,64,66,575000,1
7111,24,81,63,51,67,36,75,69,26,48,60,600000,1
7112,20,81,68,41,63,29,57,61,42,38,63,500000,1
7114,30,41,65,43,56,28,71,55,30,37,59,500000,1
7115,17,72,55,59,66,57,63,65,38,63,68,375000,1
7116,25,66,38,61,60,65,73,60,45,63,61,500000,1
7117,20,91,58,47,74,29,46,71,34,41,72,500000,1
7118,21,89,60,63,72,28,51,70,64,61,70,500000,1
7119,20,78,65,55,65,28,74,64,58,55,65,500000,1
7120,22,81,58,54,70,26,58,68,28,54,68,425000,1
7121,29,57,33,54,54,64,69,47,31,59,59,375000,1
7122,28,64,52,65,67,58,54,64,66,65,67,575000,1
7123,23,61,24,35,38,64,72,25,22,45,49,425000,1
7124,23,79,63,59,66,28,62,62,63,53,65,550000,1
7125,23,75,32,58,62,63,64,57,27,63,63,425000,1
7126,22,75,42,60,63,62,64,60,29,63,63,425000,1
7127,25,81,64,50,70,30,51,68,58,31,68,625000,1
7128,26,65,39,50,59,65,73,57,43,55,60,525000,1
7129,26,65,54,59,58,65,68,53,59,60,60,500000,1
7130,27,40,31,40,38,62,81,25,27,49,53,475000,1
7131,28,70,56,65,68,43,48,64,68,67,64,575000,1
7132,29,70,68,64,67,44,64,67,63,64,67,475000,1
7133,24,78,42,61,64,62,72,63,31,64,65,450000,1
7134,27,65,36,51,50,67,66,43,27,41,56,475000,1
7135,23,68,65,50,61,29,73,61,58,42,65,550000,1
7136,28,57,25,35,44,67,67,34,26,37,49,450000,1
7138,29,70,34,56,65,67,53,60,34,58,66,400000,1
7139,28,61,49,63,66,65,67,65,44,66,68,500000,1
7140,24,77,61,60,67,59,77,67,38,59,67,600000,1
7141,21,62,27,45,47,65,76,42,25,40,47,375000,1
7142,19,75,38,60,60,65,67,56,41,70,69,300000,1
7144,25,40,32,35,40,69,73,38,22,44,46,500000,1
7145,23,71,43,59,56,65,72,56,33,61,57,425000,1
7146,31,75,64,59,61,40,66,58,58,60,62,450000,1
7147,24,77,63,61,68,65,61,67,40,60,68,475000,1
7149,24,55,29,39,41,64,75,33,25,46,48,475000,1
7150,26,64,40,59,56,61,80,52,56,58,64,500000,1
7151,19,75,35,56,63,65,64,62,31,56,65,325000,1
7152,23,81,58,60,68,45,61,68,42,61,66,500000,1
7153,27,72,64,58,66,45,66,64,49,47,71,600000,1
7154,27,56,36,45,42,65,80,38,29,47,43,475000,1
7155,22,81,39,49,49,67,67,44,37,47,51,375000,1
7157,20,77,47,61,66,62,63,65,39,69,68,425000,1
7158,30,75,42,58,68,54,67,65,45,70,70,350000,1
7159,25,75,53,62,65,25,63,67,59,64,64,575000,1
7160,24,83,68,37,59,27,65,53,59,29,62,600000,1
7161,28,54,54,61,64,63,80,62,42,68,69,500000,1
7162,32,34,26,36,40,66,71,34,24,46,49,300000,1
7163,19,77,56,58,76,31,62,80,43,52,73,450000,1
7164,19,62,48,67,72,32,41,72,63,65,68,450000,1
7165,18,74,29,52,62,63,63,60,28,45,67,325000,1
7166,20,75,60,61,69,26,61,67,35,61,68,500000,1
7167,20,60,44,59,62,64,76,60,44,64,66,425000,1
7168,24,65,32,50,59,66,60,53,34,60,62,475000,1
7169,25,60,34,53,58,64,76,57,33,63,60,500000,1
7170,25,81,36,58,71,60,57,68,44,57,69,500000,1
7171,21,66,43,60,62,66,64,52,48,64,70,350000,1
7172,23,76,26,41,41,64,67,24,27,53,58,425000,1
7173,25,59,58,58,62,64,73,63,41,69,64,575000,1
